id,region,year,manufacturer,condition,cylinders,fuel,odometer,transmission,drive,size,type,paint_color,price
1199,rapid city / west SD,0.20003800085484805,honda,excellent,6 cylinders,gas,-0.879833348469768,automatic,fwd,mid-size,SUV,blue,7204
1200,new york city,0.20003800085484805,ford,good,6 cylinders,gas,-0.4959058295638207,automatic,rwd,full-size,mini-van,red,13900
1201,monterey bay,-0.5596154973475252,toyota,good,4 cylinders,gas,1.5597677433670767,automatic,fwd,compact,hatchback,green,1402
1202,rochester,0.010124626304254735,toyota,excellent,6 cylinders,gas,0.07576655797955166,automatic,4wd,full-size,truck,white,8899
1203,dallas / fort worth,0.32664691722191025,buick,good,4 cylinders,gas,-0.3327641117745857,automatic,fwd,compact,sedan,blue,5106
1204,long island,0.3899513754054414,jeep,excellent,6 cylinders,gas,0.5356002928013236,automatic,4wd,mid-size,SUV,white,23127
1205,orange county,0.010124626304254735,mini,good,4 cylinders,gas,1.1003905618600134,manual,fwd,full-size,sedan,white,3156
1206,charlotte,0.26334245903837916,toyota,excellent,6 cylinders,gas,-0.07555550177333639,automatic,fwd,mid-size,SUV,white,6991
1207,syracuse,0.26334245903837916,chevrolet,excellent,8 cylinders,gas,-0.8278031799750047,automatic,4wd,full-size,pickup,black,25758
1208,sarasota-bradenton,0.32664691722191025,bmw,excellent,6 cylinders,gas,-0.45983811770183497,automatic,rwd,mid-size,sedan,black,31601
1209,bakersfield,0.6431692081395658,honda,like new,4 cylinders,gas,-1.183356755840909,automatic,fwd,mid-size,sedan,grey,14390
1210,laredo,-0.8128333300816497,dodge,fair,6 cylinders,other,1.3422961811275087,automatic,4wd,full-size,pickup,silver,3088
1211,plattsburgh-adirondacks,-1.066051162815774,mercury,fair,6 cylinders,gas,-0.18906818331553524,manual,4wd,full-size,truck,white,20805
1212,ventura county,0.3899513754054414,honda,excellent,4 cylinders,gas,0.9463460916008994,manual,fwd,mid-size,sedan,silver,14755
1213,tampa bay area,-0.36970212279693193,toyota,excellent,6 cylinders,gas,0.9964316811626442,automatic,fwd,full-size,sedan,black,2973
1214,asheville,0.3899513754054414,ford,excellent,4 cylinders,gas,2.2943282079692904,manual,fwd,compact,sedan,black,15743
1215,detroit metro,0.010124626304254735,bmw,excellent,8 cylinders,gas,-1.6533530292604557,automatic,rwd,full-size,convertible,black,21476
1216,tucson,0.26334245903837916,subaru,excellent,6 cylinders,gas,1.7700866370095418,automatic,4wd,full-size,SUV,black,34700
1217,pittsburgh,-0.2430932064298697,ford,good,6 cylinders,gas,0.4795626007663397,automatic,fwd,full-size,sedan,grey,7362
1218,mansfield,-0.7495288718981186,bmw,excellent,6 cylinders,gas,0.1668743083369727,automatic,4wd,full-size,SUV,black,6969
1219,flagstaff / sedona,0.26334245903837916,chevrolet,fair,4 cylinders,gas,0.045532582916621295,automatic,fwd,full-size,sedan,green,17265
1220,el paso,0.5165602917725036,bmw,excellent,6 cylinders,gas,-0.8926337506636374,automatic,rwd,full-size,SUV,black,18228
1221,orlando,-0.8128333300816497,acura,like new,6 cylinders,gas,0.821318120898826,manual,fwd,compact,sedan,green,3081
1222,asheville,-0.11648429006280749,buick,fair,6 cylinders,gas,0.31924474977548806,manual,fwd,mid-size,coupe,green,1361
1223,fayetteville,0.20003800085484805,lincoln,excellent,8 cylinders,gas,-0.02832759777402738,automatic,fwd,full-size,sedan,red,7256
1224,corvallis/albany,-0.11648429006280749,mazda,fair,4 cylinders,gas,0.3254504929791209,manual,fwd,compact,sedan,green,1250
1225,odessa / midland,-0.05317983187927637,bmw,excellent,6 cylinders,gas,-0.6370484413369077,manual,fwd,mid-size,sedan,black,5664
1226,south florida,0.4532558335889725,hyundai,good,4 cylinders,gas,0.1469719656920795,automatic,fwd,mid-size,sedan,silver,10415
1227,fort wayne,0.07342908448778585,acura,like new,6 cylinders,gas,-1.0176448119836845,manual,4wd,full-size,SUV,blue,3109
1228,akron / canton,0.32664691722191025,fiat,good,4 cylinders,gas,-0.20046510680122598,manual,fwd,compact,sedan,blue,8297
1229,pittsburgh,0.010124626304254735,ford,good,4 cylinders,gas,-0.19547683910348299,automatic,4wd,mid-size,SUV,black,24643
1230,sarasota-bradenton,0.7064736663230969,ford,like new,4 cylinders,gas,-1.94221600241484,automatic,fwd,mid-size,sedan,green,11292
1231,wichita,0.26334245903837916,buick,fair,4 cylinders,gas,-0.0008667613634015918,automatic,rwd,mid-size,sedan,red,7129
1232,rhode island,0.3899513754054414,honda,excellent,4 cylinders,gas,1.760938661333342,automatic,fwd,compact,sedan,blue,2064
1233,richmond,-0.2430932064298697,chevrolet,good,6 cylinders,gas,2.6383834040573464,automatic,fwd,full-size,sedan,black,4220
1234,cape cod / islands,0.32664691722191025,bmw,good,4 cylinders,gas,-0.5559679545210515,automatic,rwd,full-size,sedan,black,7086
1235,vermont,-0.1797887482463386,bmw,excellent,6 cylinders,gas,-0.3135381444107424,manual,rwd,mid-size,sedan,blue,6162
1236,mcallen / edinburg,0.4532558335889725,nissan,like new,4 cylinders,gas,-0.19429318236164567,automatic,fwd,compact,sedan,white,6796
1237,scranton / wilkes-barre,0.5165602917725036,ram,excellent,6 cylinders,gas,-0.1488576728571189,automatic,4wd,full-size,pickup,black,32481
1238,rhode island,-0.4963110391639941,ram,fair,6 cylinders,gas,0.7912194208921057,manual,4wd,full-size,truck,blue,14006
1239,south florida,0.5165602917725036,bmw,like new,6 cylinders,gas,-0.6411405117872596,automatic,4wd,mid-size,SUV,black,6800
1240,treasure coast,0.4532558335889725,chevrolet,like new,8 cylinders,gas,-0.5766143099750995,automatic,4wd,full-size,truck,green,15222
1241,toledo,0.5165602917725036,honda,excellent,4 cylinders,gas,0.6664958190665048,automatic,fwd,compact,sedan,grey,12054
1242,tampa bay area,0.010124626304254735,nissan,good,4 cylinders,gas,-0.2804126650213237,automatic,fwd,compact,sedan,silver,5802
1243,madison,0.5798647499560347,jeep,excellent,6 cylinders,diesel,-1.1287225425141036,automatic,4wd,full-size,SUV,black,20946
1244,boise,0.3899513754054414,ford,excellent,8 cylinders,diesel,-0.7018113744974354,automatic,4wd,full-size,pickup,red,10927
1245,los angeles,-0.5596154973475252,bmw,excellent,4 cylinders,gas,-0.697820760339241,automatic,4wd,mid-size,SUV,orange,14604
1246,duluth / superior,0.26334245903837916,jeep,excellent,6 cylinders,gas,-0.6174335581864608,automatic,4wd,mid-size,SUV,grey,42157
1247,humboldt county,0.26334245903837916,chevrolet,excellent,4 cylinders,gas,-0.9294962034808567,automatic,fwd,mid-size,SUV,black,17947
1248,mohave county,0.32664691722191025,ford,excellent,4 cylinders,gas,0.21579315053890644,automatic,fwd,mid-size,sedan,silver,5689
1249,north jersey,0.010124626304254735,toyota,fair,6 cylinders,gas,2.492455437170831,manual,fwd,mid-size,SUV,red,7722
1250,duluth / superior,0.7697781245066281,bmw,excellent,6 cylinders,gas,-0.20711049393754122,automatic,4wd,full-size,SUV,silver,20470
1251,detroit metro,0.3899513754054414,bmw,excellent,6 cylinders,gas,-0.7294920328744023,automatic,fwd,mid-size,sedan,black,32127
1252,eastern panhandle,0.3899513754054414,ford,good,8 cylinders,gas,-0.3696096552097788,manual,4wd,full-size,sedan,white,8952
1253,fort wayne,0.5165602917725036,kia,like new,4 cylinders,gas,-1.0025278244522193,automatic,fwd,compact,sedan,black,6041
1254,madison,0.26334245903837916,ram,excellent,8 cylinders,other,-1.3146073791286415,automatic,4wd,full-size,pickup,green,16390
1255,new york city,0.13673354267131696,ford,excellent,6 cylinders,gas,-0.5950793551477617,automatic,fwd,mid-size,other,black,27623
1256,las cruces,0.07342908448778585,kia,excellent,4 cylinders,gas,0.17152438839419074,automatic,fwd,mid-size,sedan,black,7604
1257,detroit metro,0.010124626304254735,bmw,excellent,6 cylinders,gas,0.430440845980091,automatic,4wd,full-size,convertible,black,5743
1258,susanville,-0.36970212279693193,audi,good,8 cylinders,gas,0.8855906819805924,automatic,4wd,full-size,SUV,white,2124
1259,louisville,-0.11648429006280749,acura,like new,6 cylinders,gas,0.7038486439624854,automatic,fwd,full-size,SUV,custom,2717
1260,"washington, DC",0.3899513754054414,ram,good,6 cylinders,diesel,-0.1357359924047509,automatic,4wd,full-size,truck,black,24648
1261,new orleans,0.07342908448778585,mitsubishi,fair,4 cylinders,gas,-0.26252253883755394,manual,fwd,compact,hatchback,green,4575
1262,cincinnati,-0.3063976646134008,ram,fair,8 cylinders,gas,-0.15726163572416385,automatic,rwd,full-size,pickup,green,4386
1263,hudson valley,0.3899513754054414,ford,excellent,6 cylinders,gas,-0.09809570801432418,automatic,4wd,mid-size,SUV,black,8645
1264,"washington, DC",0.3899513754054414,nissan,good,4 cylinders,gas,-0.6762105701096968,automatic,fwd,full-size,sedan,black,13909
1265,phoenix,0.5165602917725036,bmw,good,4 cylinders,gas,-0.8455580311025646,automatic,4wd,mid-size,sedan,grey,23917
1266,grand rapids,0.13673354267131696,bmw,excellent,6 cylinders,gas,0.20559679317707924,automatic,fwd,mid-size,SUV,grey,26166
1267,chico,-0.6229199555310564,bmw,excellent,6 cylinders,gas,0.6976090819948001,automatic,fwd,mid-size,SUV,black,4389
1268,south jersey,-0.7495288718981186,chevrolet,fair,6 cylinders,gas,1.799407505443055,automatic,fwd,mid-size,SUV,white,3379
1269,tucson,0.3899513754054414,honda,good,4 cylinders,gas,-0.9793112429301816,automatic,fwd,compact,sedan,black,6094
1270,los angeles,0.20003800085484805,ford,excellent,8 cylinders,gas,-0.24901194259858228,automatic,4wd,full-size,truck,black,13312
1271,duluth / superior,0.6431692081395658,chevrolet,like new,4 cylinders,gas,-1.1602754493750813,automatic,fwd,full-size,sedan,silver,19572
1272,"washington, DC",0.4532558335889725,volkswagen,good,4 cylinders,gas,0.6006845042203499,automatic,fwd,compact,sedan,black,4290
1273,oklahoma city,0.5798647499560347,honda,good,6 cylinders,gas,0.5868357203408533,automatic,fwd,mid-size,sedan,blue,4527
1274,athens,0.5165602917725036,jeep,like new,4 cylinders,gas,-1.63368741796393,automatic,4wd,full-size,SUV,black,17684
1275,rhode island,-0.2430932064298697,ford,excellent,6 cylinders,gas,-0.21514245040000873,automatic,fwd,full-size,SUV,grey,3631
1276,tulsa,0.010124626304254735,ford,excellent,8 cylinders,diesel,-0.3709793151539048,manual,4wd,full-size,truck,black,11746
1277,green bay,0.4532558335889725,ford,excellent,4 cylinders,gas,-0.7633446156909497,automatic,fwd,mid-size,sedan,blue,21333
1278,fargo / moorhead,0.13673354267131696,bmw,excellent,6 cylinders,gas,-0.13297976313447257,automatic,rwd,mid-size,coupe,black,7500
1279,south jersey,0.26334245903837916,bmw,excellent,6 cylinders,gas,0.008602492571296956,automatic,rwd,full-size,sedan,black,6122
1280,wilmington,0.6431692081395658,ford,excellent,8 cylinders,diesel,-1.5357990054139836,automatic,4wd,full-size,truck,black,71907
1281,los angeles,0.4532558335889725,chevrolet,like new,4 cylinders,gas,-0.12608073526776364,automatic,fwd,mid-size,sedan,black,15893
1282,tampa bay area,-0.05317983187927637,toyota,fair,4 cylinders,gas,0.48353630554250787,automatic,4wd,full-size,sedan,silver,3226
1283,chico,0.3899513754054414,ford,excellent,6 cylinders,diesel,-0.11771059116477117,automatic,4wd,full-size,SUV,white,30026
1284,boston,-0.36970212279693193,bmw,excellent,6 cylinders,gas,-0.008120886252661729,automatic,fwd,compact,sedan,black,6804
1285,denver,-1.8257046610181473,chevrolet,excellent,4 cylinders,gas,-0.3920484051586091,automatic,rwd,mid-size,coupe,green,15320
1286,boise,-0.1797887482463386,ford,excellent,6 cylinders,gas,1.903366386140424,automatic,4wd,full-size,pickup,silver,2857
1287,erie,0.7064736663230969,bmw,excellent,6 cylinders,gas,-1.4443192486519851,manual,4wd,full-size,sedan,green,18333
1288,abilene,-0.11648429006280749,dodge,excellent,6 cylinders,gas,1.4964759264428324,manual,rwd,full-size,SUV,blue,4389
1289,grand rapids,0.20003800085484805,audi,excellent,6 cylinders,gas,0.5129586302681783,manual,4wd,full-size,SUV,grey,5730
1290,minneapolis / st paul,0.26334245903837916,ford,excellent,8 cylinders,gas,-0.3365687227304914,automatic,4wd,full-size,SUV,custom,22372
1291,western maryland,0.7064736663230969,mazda,like new,4 cylinders,gas,0.15559575052546568,manual,fwd,mid-size,hatchback,green,5530
1292,pittsburgh,0.26334245903837916,jeep,like new,6 cylinders,gas,-0.054520230532684615,automatic,4wd,full-size,SUV,green,26677
1293,inland empire,0.4532558335889725,ram,like new,6 cylinders,gas,-1.5238102535573743,manual,4wd,full-size,other,black,22401
1294,norfolk / hampton roads,-0.433006580980463,jeep,fair,4 cylinders,gas,0.6366845785542307,manual,4wd,compact,offroad,red,23313
1295,sarasota-bradenton,-0.2430932064298697,honda,excellent,4 cylinders,gas,1.279241095551632,automatic,fwd,full-size,sedan,green,6414
1296,winchester,0.3899513754054414,bmw,excellent,6 cylinders,gas,0.8543759627601397,automatic,fwd,mid-size,sedan,black,15127
1297,syracuse,0.5165602917725036,ford,good,4 cylinders,gas,-1.0857896215494616,automatic,rwd,full-size,coupe,black,18015
1298,green bay,0.3899513754054414,ford,good,4 cylinders,gas,-0.811891451488306,manual,fwd,mid-size,van,black,30014
1299,cincinnati,-0.7495288718981186,toyota,good,6 cylinders,gas,-0.025554459121722807,other,fwd,full-size,SUV,blue,7715
1300,new york city,-2.5220537010369894,chevrolet,excellent,8 cylinders,diesel,-0.523806309907129,automatic,rwd,full-size,SUV,green,3847
1301,harrisburg,0.26334245903837916,mazda,excellent,4 cylinders,gas,0.1504383890074602,manual,fwd,mid-size,sedan,blue,7872
1302,pensacola,0.3899513754054414,volkswagen,like new,6 cylinders,gas,-0.578558888908118,automatic,fwd,full-size,sedan,black,8128
1303,eastern panhandle,0.07342908448778585,honda,excellent,4 cylinders,gas,1.2239812350898556,automatic,fwd,full-size,sedan,silver,3421
1304,albany,0.26334245903837916,chevrolet,good,4 cylinders,gas,-0.3637420996466709,automatic,fwd,compact,sedan,black,8102
1305,yakima,0.7697781245066281,audi,excellent,5 cylinders,gas,-1.3023311677775857,automatic,fwd,mid-size,sedan,black,23052
1306,mcallen / edinburg,0.010124626304254735,chevrolet,excellent,8 cylinders,gas,0.45798622930084804,automatic,4wd,mid-size,SUV,blue,2836
1307,new orleans,-2.205531410119334,chevrolet,good,8 cylinders,gas,-0.8235927438504692,manual,rwd,full-size,coupe,black,19476
1308,south dakota,-0.05317983187927637,ford,excellent,4 cylinders,gas,0.8899194837793118,automatic,fwd,mid-size,SUV,black,13589
1309,chicago,0.20003800085484805,subaru,excellent,4 cylinders,gas,0.913237521593507,manual,fwd,mid-size,SUV,white,4984
1310,albuquerque,0.4532558335889725,bmw,excellent,4 cylinders,gas,0.22784953992362084,automatic,fwd,mid-size,sedan,grey,3405
1311,jersey shore,-0.3063976646134008,bmw,like new,6 cylinders,gas,0.0999638836591117,automatic,rwd,full-size,sedan,black,10532
1312,rhode island,0.20003800085484805,gmc,good,6 cylinders,other,0.11606161534809922,automatic,4wd,full-size,truck,silver,22889
1313,rhode island,-0.5596154973475252,bmw,excellent,6 cylinders,gas,1.7607188393670008,automatic,4wd,mid-size,sedan,black,4466
1314,bend,-0.1797887482463386,ford,excellent,6 cylinders,other,0.022248363866478615,manual,fwd,mid-size,coupe,green,5458
1315,sierra vista,0.4532558335889725,bmw,excellent,8 cylinders,gas,-0.12413615633474519,automatic,rwd,full-size,coupe,orange,7287
1316,sarasota-bradenton,0.32664691722191025,honda,excellent,4 cylinders,gas,0.24812388897309148,automatic,fwd,mid-size,sedan,grey,7640
1317,denver,0.20003800085484805,subaru,good,4 cylinders,gas,0.9784908268327958,manual,fwd,mid-size,wagon,red,5897
1318,bakersfield,0.13673354267131696,ram,excellent,8 cylinders,gas,0.47837894402450243,automatic,4wd,full-size,SUV,silver,5308
1319,harrisburg,0.26334245903837916,ford,excellent,4 cylinders,gas,-0.19192586887797106,automatic,fwd,compact,sedan,black,16578
1320,dayton / springfield,-0.11648429006280749,dodge,excellent,6 cylinders,gas,0.4600660832900765,automatic,fwd,mid-size,pickup,black,4958
1321,las vegas,0.8330825826901591,bmw,excellent,6 cylinders,gas,-1.1249179315581979,manual,rwd,mid-size,sedan,black,24569
1322,boise,-0.05317983187927637,ford,excellent,8 cylinders,gas,-0.34400885082204025,manual,rwd,mid-size,truck,white,16277
1323,bismarck,0.20003800085484805,toyota,like new,4 cylinders,gas,0.7784190186982364,manual,fwd,compact,coupe,silver,2221
1324,houston,0.32664691722191025,buick,like new,4 cylinders,gas,-0.6576947967909559,automatic,fwd,compact,coupe,blue,5055
1325,shreveport,-0.433006580980463,saturn,excellent,6 cylinders,gas,0.8261034760122541,automatic,fwd,mid-size,sedan,custom,3146
1326,tucson,0.20003800085484805,ford,excellent,6 cylinders,gas,0.21362874963954676,automatic,fwd,full-size,mini-van,silver,4123
1327,twin falls,0.3899513754054414,toyota,like new,4 cylinders,gas,1.6729422372687506,automatic,fwd,full-size,SUV,silver,19890
1328,pittsburgh,0.32664691722191025,ford,like new,8 cylinders,gas,0.14281225771362263,automatic,4wd,full-size,truck,black,15614
1329,jacksonville,0.32664691722191025,bmw,excellent,6 cylinders,gas,-0.07939393149329455,automatic,4wd,mid-size,sedan,black,19043
1330,hartford,-0.5596154973475252,toyota,good,6 cylinders,gas,0.1527887931091086,automatic,fwd,full-size,SUV,grey,3924
1331,spokane / coeur d'alene,0.5798647499560347,honda,excellent,4 cylinders,gas,1.178697910023565,automatic,fwd,full-size,SUV,black,10905
1332,rhode island,-2.395444784669927,toyota,fair,8 cylinders,gas,-0.6756525605028306,manual,rwd,full-size,SUV,green,4473
1333,greenville / upstate,-1.9523135773852096,ram,fair,8 cylinders,diesel,-0.3912536642033755,manual,4wd,full-size,truck,silver,15440
1334,sacramento,0.3899513754054414,nissan,excellent,4 cylinders,gas,-0.11806568818732237,automatic,fwd,mid-size,sedan,black,9812
1335,fayetteville,0.26334245903837916,ford,good,8 cylinders,gas,-0.9983004789456574,manual,fwd,full-size,sedan,black,20995
1336,daytona beach,0.010124626304254735,ford,like new,8 cylinders,diesel,-0.03055963620149204,manual,rwd,full-size,truck,white,21334
1337,worcester / central MA,0.13673354267131696,ford,excellent,8 cylinders,gas,-0.19924763129533618,automatic,4wd,full-size,sedan,red,6874
1338,daytona beach,-1.9523135773852096,bmw,excellent,8 cylinders,gas,-1.4874719915829686,manual,rwd,mid-size,convertible,black,19557
1339,vermont,-0.5596154973475252,ford,good,6 cylinders,gas,2.9315413602463978,manual,fwd,sub-compact,sedan,green,1082
1340,orange county,0.20003800085484805,ford,excellent,6 cylinders,gas,-0.1374100212253494,manual,fwd,mid-size,truck,brown,11520
1341,new hampshire,0.32664691722191025,jeep,excellent,4 cylinders,gas,-0.21008654517416075,automatic,4wd,mid-size,SUV,red,7967
1342,"washington, DC",0.32664691722191025,honda,excellent,4 cylinders,gas,-0.09226197121526883,automatic,fwd,mid-size,sedan,black,9189
1343,syracuse,0.07342908448778585,kia,like new,4 cylinders,gas,-1.2973767188438954,automatic,fwd,compact,sedan,silver,5633
1344,indianapolis,-0.2430932064298697,chrysler,excellent,4 cylinders,gas,1.4187096785041207,automatic,fwd,compact,SUV,silver,7575
1345,wilmington,0.13673354267131696,ford,good,8 cylinders,gas,-0.04378277294601751,automatic,fwd,full-size,truck,silver,12283
1346,south coast,-2.395444784669927,cadillac,excellent,8 cylinders,gas,-1.3129840784541216,manual,rwd,full-size,convertible,green,21549
1347,north jersey,-0.05317983187927637,volkswagen,like new,6 cylinders,gas,-0.4507239607896876,automatic,fwd,full-size,SUV,blue,8529
1348,rochester,0.07342908448778585,ford,excellent,6 cylinders,other,-0.9900825192809012,automatic,fwd,full-size,sedan,black,17054
1349,central NJ,0.20003800085484805,ford,excellent,4 cylinders,gas,-0.02271368294131324,automatic,fwd,mid-size,sedan,black,7681
1350,tulsa,-2.5220537010369894,chevrolet,fair,8 cylinders,gas,0.5445453558932085,automatic,4wd,full-size,coupe,green,1854
1351,south florida,0.3899513754054414,chevrolet,excellent,4 cylinders,gas,0.7241060836299298,automatic,fwd,full-size,SUV,black,14767
1352,north jersey,-0.3063976646134008,ford,excellent,6 cylinders,gas,0.47364431705715315,automatic,4wd,full-size,SUV,black,3501
1353,central NJ,0.010124626304254735,ford,like new,8 cylinders,other,-1.610859752228496,automatic,rwd,full-size,SUV,grey,19526
1354,mobile,0.13673354267131696,chevrolet,excellent,6 cylinders,gas,-0.9023735547107559,automatic,fwd,full-size,mini-van,black,11739
1355,kalispell,0.32664691722191025,ford,excellent,4 cylinders,gas,-0.20547028388099522,automatic,fwd,full-size,SUV,black,19950
1356,treasure coast,-0.4963110391639941,chevrolet,fair,4 cylinders,gas,0.7805326914515174,automatic,fwd,full-size,sedan,green,1445
1357,wichita,0.3899513754054414,gmc,excellent,8 cylinders,other,-1.2355898369199871,automatic,rwd,full-size,bus,black,19349
1358,pittsburgh,-0.05317983187927637,ram,good,6 cylinders,gas,0.7906614112852395,automatic,4wd,full-size,truck,black,7976
1359,modesto,0.32664691722191025,audi,excellent,4 cylinders,gas,-0.7672168641749604,automatic,fwd,full-size,sedan,black,7938
1360,asheville,-0.1797887482463386,dodge,fair,8 cylinders,gas,0.21395002789804546,manual,rwd,full-size,pickup,white,2688
1361,florida keys,-0.05317983187927637,ford,fair,8 cylinders,gas,0.8332899633734092,manual,rwd,full-size,truck,orange,3830
1362,milwaukee,0.3899513754054414,mercury,good,8 cylinders,gas,-0.5256663419300162,automatic,fwd,full-size,sedan,black,4173
1363,madison,-0.1797887482463386,dodge,excellent,6 cylinders,gas,-0.6408023241467347,automatic,rwd,full-size,pickup,black,14442
1364,new york city,0.3899513754054414,ford,like new,4 cylinders,gas,-1.566100618005019,automatic,fwd,mid-size,coupe,white,27165
1365,hartford,-0.6229199555310564,honda,fair,4 cylinders,gas,1.2074945876142644,manual,fwd,mid-size,coupe,green,2856
1366,mankato,-0.11648429006280749,ford,excellent,8 cylinders,gas,1.8133408362326826,manual,fwd,full-size,truck,green,21918
1367,bakersfield,0.26334245903837916,honda,good,4 cylinders,gas,-0.9345690180887309,automatic,fwd,full-size,sedan,white,14821
1368,el paso,0.32664691722191025,ford,excellent,8 cylinders,gas,-1.9714692333202481,automatic,fwd,full-size,van,white,6535
1369,harrisonburg,0.010124626304254735,toyota,good,4 cylinders,gas,1.2754364845957264,automatic,fwd,compact,sedan,blue,4631
1370,long island,-0.3063976646134008,chevrolet,excellent,6 cylinders,gas,0.03885337701625357,automatic,fwd,full-size,SUV,brown,4238
1371,rochester,0.010124626304254735,toyota,excellent,6 cylinders,gas,0.653526323052373,automatic,4wd,full-size,pickup,black,3750
1372,southwest michigan,0.4532558335889725,lexus,excellent,6 cylinders,gas,-0.8815750148184716,automatic,rwd,mid-size,coupe,black,21693
1373,asheville,-0.8761377882651807,chevrolet,fair,8 cylinders,other,-0.7137663075899923,automatic,4wd,full-size,truck,green,8779
1374,richmond,0.4532558335889725,ford,good,4 cylinders,gas,0.7953960382525888,automatic,4wd,full-size,sedan,black,13664
1375,new york city,0.32664691722191025,honda,excellent,4 cylinders,gas,-0.8128721956458284,automatic,fwd,mid-size,SUV,white,12016
1376,las vegas,0.13673354267131696,bmw,like new,6 cylinders,gas,-0.10299942880193592,automatic,fwd,full-size,sedan,blue,15824
1377,boulder,0.5165602917725036,ford,like new,6 cylinders,other,-0.6583035345439008,automatic,fwd,full-size,SUV,custom,49229
1378,salt lake city,0.07342908448778585,acura,good,6 cylinders,gas,1.533625838754498,automatic,fwd,full-size,sedan,silver,6524
1379,lehigh valley,0.5798647499560347,ford,excellent,8 cylinders,gas,-1.0407261184495122,automatic,fwd,mid-size,other,white,30465
1380,milwaukee,0.4532558335889725,ford,excellent,6 cylinders,gas,0.3278178064627955,automatic,4wd,full-size,truck,red,40415
1381,lancaster,0.3899513754054414,toyota,excellent,4 cylinders,gas,0.4065309797949772,automatic,fwd,mid-size,SUV,black,4857
1382,toledo,-1.1293556209993052,chevrolet,excellent,8 cylinders,gas,-0.7745386265923254,manual,rwd,full-size,van,white,21634
1383,klamath falls,0.20003800085484805,ford,excellent,6 cylinders,gas,-0.14938186369993256,automatic,fwd,full-size,other,silver,6041
1384,huntington-ashland,0.26334245903837916,ford,good,4 cylinders,gas,0.00655645734612102,manual,fwd,mid-size,coupe,green,17373
1385,salem,0.32664691722191025,ford,excellent,6 cylinders,gas,-0.9818983783801974,automatic,4wd,full-size,pickup,silver,18753
1386,lawrence,0.3899513754054414,mazda,like new,4 cylinders,gas,-0.015510286198131846,automatic,fwd,compact,sedan,grey,6865
1387,lexington,0.010124626304254735,mazda,like new,4 cylinders,gas,1.5602412060638116,manual,fwd,sub-compact,sedan,silver,17160
1388,"washington, DC",0.26334245903837916,honda,good,4 cylinders,other,0.3106886024702069,automatic,fwd,compact,SUV,red,5341
1389,missoula,-1.1926600791828363,honda,excellent,4 cylinders,gas,0.5960344241631319,automatic,fwd,full-size,sedan,silver,2484
1390,eau claire,-0.9394422464487119,gmc,like new,6 cylinders,gas,-1.3737225786924023,automatic,4wd,full-size,truck,black,32621
1391,albuquerque,0.26334245903837916,jeep,like new,6 cylinders,gas,-0.36078295779207764,manual,4wd,mid-size,pickup,black,21397
1392,akron / canton,0.20003800085484805,mazda,good,4 cylinders,gas,0.47788857194574125,automatic,fwd,full-size,sedan,black,5186
1393,humboldt county,0.010124626304254735,ford,good,4 cylinders,gas,1.656573955467343,manual,fwd,compact,coupe,silver,1467
1394,saginaw-midland-baycity,0.07342908448778585,ford,good,8 cylinders,gas,-1.0723804816026472,automatic,rwd,full-size,truck,black,16891
1395,rockford,0.4532558335889725,subaru,good,4 cylinders,gas,0.5590366962897025,automatic,fwd,full-size,SUV,black,7161
1396,colorado springs,-0.2430932064298697,honda,excellent,6 cylinders,gas,2.740871168518432,automatic,fwd,mid-size,mini-van,blue,7208
1397,louisville,0.07342908448778585,chevrolet,excellent,4 cylinders,gas,0.6696747828874393,automatic,fwd,mid-size,coupe,red,13144
1398,columbus,-0.2430932064298697,toyota,good,4 cylinders,gas,0.09734292944504334,manual,fwd,full-size,SUV,red,6658
1399,los angeles,0.07342908448778585,bmw,excellent,8 cylinders,gas,-0.2026125983185594,automatic,4wd,mid-size,SUV,silver,27497
1401,reno / tahoe,0.32664691722191025,gmc,excellent,6 cylinders,gas,1.8363883239344578,automatic,4wd,full-size,SUV,silver,22812
1402,rhode island,0.3899513754054414,bmw,excellent,6 cylinders,gas,-0.024438439907990477,other,fwd,mid-size,sedan,black,5027
1403,lakeland,-1.4458779119169607,mercury,fair,8 cylinders,gas,2.5139134429621395,manual,rwd,full-size,coupe,green,2892
1404,columbia,-0.6229199555310564,acura,fair,6 cylinders,gas,0.7552531653222775,manual,fwd,mid-size,SUV,silver,4769
1405,los angeles,0.3899513754054414,chevrolet,excellent,8 cylinders,gas,-1.947119723202452,automatic,4wd,full-size,pickup,blue,36952
1406,monterey bay,-0.11648429006280749,mercury,like new,4 cylinders,gas,0.3501720095014946,automatic,fwd,compact,sedan,silver,5099
1407,louisville,-0.3063976646134008,ram,good,6 cylinders,gas,-1.6184013366122023,manual,4wd,full-size,pickup,red,74252
1408,"washington, DC",0.3899513754054414,chevrolet,excellent,4 cylinders,gas,-0.2815455936170823,automatic,fwd,compact,sedan,black,6535
1409,buffalo,-0.6862244137145874,ram,good,6 cylinders,gas,1.5556418541526722,automatic,4wd,full-size,truck,black,13428
1410,new hampshire,-0.1797887482463386,ford,fair,4 cylinders,gas,-0.4699837469175834,manual,fwd,mid-size,sedan,white,4620
1411,fayetteville,0.010124626304254735,ford,excellent,6 cylinders,gas,-0.42519079393005405,manual,rwd,mid-size,sedan,red,14284
1412,columbus,0.26334245903837916,toyota,excellent,6 cylinders,gas,-0.1374438399894019,automatic,fwd,mid-size,sedan,silver,6424
